Sign,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,THETA10,THETA11,THETA12,THETA13,THETA14,THETA15
1,485,519,505,514,518,139,43,40,36,141,147,143,16,28,14,33.1979707408,76.051025381,49.6612428293,60.5264085896,63.1040459455,103.1233958084,44.4901329152,41.5795752172,34.7705915077,119.1985381594,135.7327417192,137.7048251918,19.9935212986,36.1569768644,17.9868896117
1,442,455,469,467,468,119,50,37,29,134,131,126,15,31,16,31.0900596736,63.039533783,54.4601945166,48.5628268994,48.7152193078,83.2549717517,52.5858989738,35.796154303,22.0685889777,114.4598976734,111.5420802229,105.323496495,19.6107378479,41.7428429424,22.1321253989
1,489,499,503,507,525,115,23,19,37,120,121,127,19,36,20,22.8603814996,57.9009795896,28.9224209001,35.3116165934,55.7531984891,76.7983518225,18.7179554202,12.616867488,33.3976087798,86.7629171374,88.6402460596,100.0826313383,20.4981944611,42.1448909631,22.7223059334
1,453,488,431,448,459,110,23,22,19,120,131,126,24,33,15,16.5427548758,81.9050753697,7.8806018461,30.4758294393,38.3886646781,88.1339147822,13.8827186872,24.5808500745,26.0099095635,89.6255528106,111.4756319752,113.1039184365,22.6030880053,31.2953220693,14.2932351982
1,421,457,514,485,468,252,194,165,156,127,125,117,33,50,20,12.5497038013,67.6301837718,88.7465355329,79.7560755235,73.3252438068,79.1161245236,98.2609435308,89.3248661356,83.5183069457,26.1964879014,19.6893036584,12.6048464765,8.9942043285,15.9171632317,7.6510323969
1,469,488,461,472,483,104,27,27,23,125,127,119,12,23,14,42.1589848035,75.4769565868,40.3883584764,52.1313816067,59.575465403,88.5027459597,27.5549863184,30.5081839095,29.1318350964,109.3861994514,117.7308384179,117.4943966047,11.8635733207,21.0972282255,10.6868403107
1,471,513,466,475,490,113,22,19,24,126,128,125,14,30,17,25.8265149822,79.2922259759,22.0532384328,32.604926748,46.0690092576,86.8026902973,21.245446643,18.7236554969,24.28873633,99.8331445758,104.9583617608,108.4039547374,12.9878136963,28.5411191934,15.6052146523
1,497,521,501,513,522,104,38,41,37,130,135,129,15,28,16,28.2116399177,69.8063167077,34.5275800023,47.4200119298,54.3753010852,74.8908610217,38.3765987848,43.1260935924,40.3171585219,104.108639772,115.3100793532,115.1750339338,14.4536243088,27.5125951032,15.4625116514
1,449,456,447,457,469,94,24,24,25,111,113,107,12,25,15,39.4954850099,63.1117864128,37.313664782,48.1162605339,57.9279837154,72.9471374699,24.6268444705,25.2969695346,25.0959400006,91.5412431321,97.3886152922,97.0590019826,11.3621031321,23.9801314468,13.5319733314
1,488,513,488,501,515,70,38,47,53,105,113,113,17,30,15,43.9263088856,74.3177141888,23.9457933058,42.9002489164,62.5294063407,38.9402779003,36.5917033943,48.3832295597,57.1064325243,74.9986248163,86.7023730001,90.6407920375,20.3735531471,39.1748633195,19.7916838304
1,466,477,454,468,486,111,14,6,23,105,110,115,18,37,19,27.8043592977,61.7244164844,17.0056746906,31.9995931,49.3189008946,79.5492827265,10.8783599959,6.1656316236,22.5964625261,71.5006656871,78.736961835,87.7804488774,15.1535831601,32.5406002547,17.3870306278
1,580,610,579,589,604,114,38,37,39,124,132,134,15,32,18,34.851405281,72.6289535961,13.3479999149,28.2120933207,45.460800254,72.6609594607,33.886190945,33.2510331567,33.6248937425,85.2527571465,97.256523624,105.901777365,15.2948105835,33.7686539379,19.18385121
1,453,460,431,462,475,116,29,13,22,99,118,121,36,49,18,32.6264130789,61.9421476863,9.2320079438,35.9683057157,53.2389443554,87.077115515,24.169562348,10.2237019526,20.6456491579,66.2901375464,94.8199893294,102.4844012074,29.1383305276,44.5636252098,21.6646043181
1,480,491,495,509,518,100,33,42,44,118,126,124,16,27,13,34.4519735906,65.6341487966,43.1896981823,65.5846176449,79.0999916979,74.1835578275,37.2529645017,49.8836027406,53.5506485034,105.9348443809,123.9200094922,124.0315375374,22.8859512737,40.3985917542,20.3186505877
1,506,558,528,532,539,113,37,34,38,120,124,126,15,32,17,13.0850116614,79.9831258781,26.2915857815,28.163911353,43.6350422815,80.4952088916,36.2100174336,29.6226046294,36.2451004411,99.5112467385,108.0574031503,113.5136251677,21.1645778307,46.2626039123,25.1291443603
1,560,591,552,562,576,102,32,31,34,120,126,124,15,27,14,43.1452354891,80.4455267008,21.8339343319,38.2183086693,52.0878698505,70.8080751789,34.1148014802,33.7815892582,36.5134622393,93.4515745416,102.4256808881,107.2864034272,16.3954497851,30.3749426142,14.102708496
1,513,501,535,539,549,115,29,26,38,118,120,123,15,32,17,34.274900116,47.9887140186,48.2527600547,51.7272204512,65.2078563566,81.3615918537,24.1453661315,17.8062901909,33.2194435613,95.1903442044,99.1579941112,106.8514188671,19.5064773291,42.1592378934,22.8750749707
1,495,537,486,498,515,107,29,34,38,129,134,132,16,31,17,35.4593465824,78.802250998,23.4300166395,36.1744262371,48.6657024805,70.9720665929,25.0327778629,29.9507380236,34.9240933655,90.7534308599,100.2142839262,105.5211224242,13.0596587655,25.295599252,12.6239987001
1,544,559,525,535,553,101,34,17,15,80,90,93,21,38,19,22.2886225818,59.1648888393,9.8356259441,18.3323177296,29.6805316164,71.5804057168,23.905242449,12.0569430639,13.2954795146,50.9253140866,59.5504271663,65.1793421432,14.8531055223,26.4166055494,11.7540654389
1,475,464,467,478,490,99,23,17,22,110,115,116,18,35,18,21.3348377182,51.0448524921,26.1943240962,34.8215383905,45.7837398315,68.8834936002,19.8774815175,16.9082240991,24.4489071753,76.7866590599,85.0180035991,90.3055796161,15.9976119542,33.7256367724,18.0408955752
1,450,463,450,462,475,115,22,25,29,131,135,133,14,29,16,28.7214921494,64.7861418945,35.685824902,47.3145401583,58.6091169481,85.0524720413,21.5809594114,25.4623316613,32.055088206,100.0461706978,109.7806521056,116.1506417503,13.3112348853,27.5233202263,14.5228289657
1,411,456,420,433,445,102,37,44,45,133,135,125,14,27,16,24.3900124327,76.0064452021,36.9847322436,49.1759475729,56.6706518479,71.0307719368,32.9617381515,40.6413960018,43.2277737623,103.9888779992,110.2147503778,108.2820150154,12.6264906372,22.3287681157,10.8647859824
1,492,528,534,480,496,89,88,25,23,38,112,110,113,107,17,28.284153446,80.3718025488,84.264887124,22.3371598442,35.4580332395,71.0655715449,64.9442750918,23.9973551145,26.7352769343,23.1892263897,93.2509309822,97.5754583083,88.9395620874,88.1467082408,13.4630426308
1,447,462,459,463,474,67,44,48,52,106,111,113,12,25,15,24.500234296,62.0272431921,24.7164549812,33.765546944,47.5051055992,41.3847061794,47.7395984307,52.0036571507,58.8758933946,86.7422129827,93.2808783709,99.0024323834,15.0466311216,33.3622583244,18.3735104268
1,382,386,403,413,422,80,37,49,57,112,118,118,15,27,14,11.9771926173,53.3968539337,37.9819398794,51.1407527275,61.9532961292,52.5940364601,39.893744829,56.3351344368,69.8845879224,91.1893153585,103.5575355015,109.0941043041,19.0502977804,36.7838348846,18.2756759597
1,464,488,469,483,492,104,49,55,48,146,151,142,16,28,16,20.4958327855,67.5097112221,38.9808501293,51.403730535,54.4799833317,67.3116483488,44.27567789,52.9154471026,51.0399033361,106.4753606741,118.3624826602,118.3206070174,13.3829165175,21.3398545158,11.0801753136
1,456,494,463,471,483,119,15,19,32,123,129,130,16,31,17,14.0200212511,73.1912715608,24.2566019781,31.4656975666,43.5032509041,87.1951410346,13.8737893265,17.4539728907,31.0959967366,93.8514316994,104.6490908363,113.9231760645,16.123204038,34.0410172897,17.9898912197
1,482,552,474,492,495,96,27,37,38,116,121,117,35,46,16,28.8877488638,93.559211222,31.7184436779,23.205388707,9.1590886199,67.250769918,20.8319463002,35.7902151307,35.7524468731,80.4973233951,101.7540856585,101.9934650527,22.3914809053,33.1559217939,17.9264179331
1,421,453,430,441,452,86,23,32,38,102,104,100,12,23,12,36.6344094753,77.2284272216,43.016774877,56.7109151537,68.9672667039,74.5286262736,24.3256480215,34.6331372125,41.9241431496,98.8526374521,107.4569814746,108.8201235687,13.859025873,26.0067840423,13.008257545
1,464,486,474,486,501,104,23,29,42,84,96,106,19,35,17,18.9810536862,65.8382462845,21.6633299589,40.5388622493,62.5551566375,80.6500206758,22.9665722797,28.9551255208,47.2554664664,60.1474939558,76.1132937213,92.3544697242,23.1401653449,46.337728113,23.2197873312
1,485,529,480,491,506,105,27,32,34,123,129,125,16,28,15,31.6364799323,80.0294051012,17.296499915,32.1018833093,43.2761268981,71.5657414785,25.1377632295,30.8911502235,32.1764258795,90.0542426754,101.5484884973,103.3244598348,15.0607259765,26.0096692865,12.6030114711
1,546,582,529,536,550,112,41,30,19,128,128,122,14,30,18,31.1552715176,75.5763403566,12.222808496,18.0699975333,26.6282129612,76.7787452804,34.1121021077,25.7086633336,16.5405363045,87.7867225177,90.565564466,90.2761573523,11.1059878054,23.1275646976,12.2465243379
1,481,525,495,506,516,102,28,41,47,122,130,127,16,27,14,4.9872973162,75.9994093373,24.8205546046,40.8236951932,50.7440591779,73.2898040375,28.1045509917,42.7749128232,51.2353941307,100.7675114307,115.7774200033,119.9127760614,18.2927406855,32.3336178029,15.5342430726
1,479,484,511,520,532,94,46,51,57,129,131,127,13,28,17,24.332176362,52.8498352557,54.3591356363,64.4072146232,76.2011419476,59.8364750368,40.8431022848,46.7911653498,54.8379793195,100.6754827605,105.2613473541,107.2655385371,12.7848465747,29.0396664413,16.3706752137
1,501,515,520,531,539,87,33,43,46,112,119,118,13,23,12,11.9396144647,64.697944123,38.5193514033,57.2807372254,68.7705042363,63.3025156724,42.6149513245,58.6045788352,66.1316557207,103.1490953855,121.5981395627,127.6412175086,20.311299364,37.4426344233,19.4934169597
1,463,468,432,457,475,133,35,13,19,118,122,128,27,48,21,36.5487421826,63.5189415881,11.6419654092,27.8184848386,47.6048034383,93.7952804023,24.9660802109,12.7078726472,19.1671361935,72.3777934425,81.1783527768,91.2174155011,16.6400331709,36.7271160488,20.1137609705
1,461,478,464,474,487,93,30,33,40,109,117,123,15,32,18,34.9688179759,69.9773457383,15.4385981869,36.1258857862,62.072310923,61.0090077148,34.4797238066,38.31309654,48.3598982223,82.7645523777,97.1675513391,107.7395222858,20.9495023459,47.8093043681,27.4847737389
1,473,494,481,493,504,95,30,37,41,116,123,122,16,31,16,29.7175156414,72.5481666706,30.1276532853,52.871844044,70.9097929486,66.3946966905,38.6991428839,48.6652549998,54.185042372,100.2603554251,115.0464976596,112.9566505904,24.3092711924,47.1891109376,25.0220097358
1,467,488,471,483,494,85,37,44,44,114,122,118,15,26,14,27.5052141364,67.0155685219,28.3908718753,43.8955452063,53.2454217502,60.4546269135,37.9390322443,47.2491299421,48.5593473537,93.5114500597,106.6054666975,108.8740672859,15.7637678145,27.4320761457,13.818208541
1,447,443,435,449,467,108,17,23,31,110,115,115,19,35,19,28.4633600222,50.8329688674,28.169036646,40.4432178452,51.657712698,76.575843256,6.0387763367,18.3292959944,29.5542020092,73.5131465434,79.3249317134,85.6020648692,14.0324213426,25.7201164857,11.7201840186
1,421,444,403,423,438,138,46,25,22,141,130,136,28,44,18,45.0979774677,72.8879333542,23.667005968,29.8914165966,51.2604857406,95.9179465138,40.490786596,20.6418398399,11.5060422692,96.5088916417,96.5439524579,107.4007490903,19.8492973772,40.5097510047,22.3498318001
1,472,482,482,498,513,116,46,52,55,130,134,133,16,32,17,57.000916611,72.3540228837,57.140638232,80.4599136468,102.5983943441,83.7449818022,45.3482897986,54.1976934916,59.1196305643,121.3031217272,137.77359279,134.910843377,23.3560006496,47.7293873193,26.0464881841
1,444,468,461,461,465,102,27,21,30,116,114,116,16,33,18,8.7393625493,66.1656999416,36.9175686179,27.2484186413,31.0016531607,71.5341633545,28.1832548753,19.7564063593,29.774187701,89.4402566442,90.7343631036,95.3480721418,17.4822172231,40.6736681713,23.2852530063
1,483,470,510,527,549,110,27,45,66,116,122,135,18,39,22,33.8800114329,45.6498344336,52.6750004466,73.5926499392,104.7553831912,76.601734185,19.2237582099,41.6337993512,71.4451771067,92.3989867697,106.4900335715,135.2245060673,22.8532516612,52.2688400628,31.6693283055
1,452,466,465,475,487,92,33,38,43,115,120,121,15,31,17,28.6374264073,66.5556144238,33.2740293158,52.585740815,71.951400656,62.4014586589,38.7335385111,45.7288666778,53.7002382745,97.0597387904,108.1063413668,108.5028616538,21.8977723711,46.4480845635,25.5226561501
3,591,567,591,541,559,108,150,135,138,59,131,133,132,128,20,80.8708441442,69.107226924,81.0316843322,28.800850522,44.2217184537,59.6102510348,86.7920150258,109.4845197985,125.0611453335,28.8926393537,87.1314272466,94.7116148167,86.1327512488,86.28357687,15.6379221861
3,504,487,478,447,429,115,142,125,134,34,119,126,114,120,19,21.7591801918,25.5622449004,25.1500306514,12.3083289597,11.2697382663,12.9080729374,16.017976886,16.3310047321,16.7580179125,3.8593114099,14.2739342773,15.2936813955,13.0949955406,14.1641440058,1.0702532266
3,563,597,621,592,610,79,114,98,113,46,105,119,97,107,22,49.7278847958,76.6736218434,89.1160824629,61.7155832352,84.1211689654,46.544677997,70.3942899399,93.0196689105,120.3821487317,24.4579271769,74.0190826719,93.9007210117,61.3374442015,74.1603662267,27.3818548829
3,539,586,607,562,573,118,166,113,122,64,146,145,150,142,15,54.3766918727,79.8228694578,89.4623602697,41.038930385,53.0237157571,62.2881548714,91.8896967862,81.2843724872,98.9217469699,30.9900972492,120.6471578055,127.6589777528,121.9021535487,117.7731720529,17.9785951726
3,418,437,440,447,459,73,102,91,98,51,116,115,100,96,15,44.3925677581,66.3767196724,68.2951175641,60.7833462825,77.7171709183,50.7994947845,75.8844564346,104.3615098615,122.1078942159,31.7600971003,111.5954405368,113.8477543336,88.0300985699,84.3159008081,20.1126108204
3,483,522,542,473,487,118,158,118,123,51,148,139,153,140,18,61.39324673,82.8407824402,92.6155766488,33.5049226671,42.1860317706,66.1755651895,91.0551982612,89.0935587907,102.048555585,24.998745082,112.0269907289,109.8330423438,112.1488264314,103.5049753757,15.242928593
3,415,443,475,479,493,102,140,101,111,51,129,128,129,125,16,26.0180914013,56.3219617527,73.4575604052,66.2981750164,84.3852281226,58.8385082748,82.7036940549,89.1468146704,108.8385739694,25.3949424341,101.3523831949,105.4429236088,94.3977496657,90.2356970718,20.7929255208
3,432,430,456,470,487,97,140,97,109,61,111,119,104,106,18,38.98110419,44.7476978126,61.35177822,53.4544437528,74.4329458995,59.9294389031,90.5736158373,84.2849596278,106.0848564754,33.6809370446,85.4567465014,98.6069928278,73.5244744184,76.4689326228,21.962729323
3,523,550,566,469,450,100,145,203,205,61,254,258,251,257,19,51.5163952235,70.7172837445,79.2344494935,46.6404344505,41.9749310918,58.0789080342,87.722586995,86.7044277858,82.1274880138,31.6763532638,115.9420009856,111.7627245267,111.4615485105,109.4123183969,4.8802862991
3,415,443,475,479,493,102,140,101,111,51,129,128,129,125,16,26.0180914013,56.3219617527,73.4575604052,66.2981750164,84.3852281226,58.8385082748,82.7036940549,89.1468146704,108.8385739694,25.3949424341,101.3523831949,105.4429236088,94.3977496657,90.2356970718,20.7929255208
3,476,507,529,510,528,89,129,107,114,54,144,144,144,140,18,38.9936379025,65.6732806344,76.6281740859,52.312893298,68.569767987,50.2713603616,74.8182472783,88.9633629541,105.9786335481,26.9466687803,110.7439295995,120.6363356758,104.8455630331,107.3563456701,17.0864721775
3,632,648,639,634,650,80,118,112,119,55,118,125,100,107,18,68.0367857075,79.5333145599,74.9907418816,54.9414615697,76.3861777735,47.9697583135,74.386570593,116.8634894492,139.5717787846,29.7628626143,94.1637347723,108.090091547,67.276083785,78.4894432024,22.9287640504
3,539,581,590,547,562,102,145,103,111,63,142,141,140,135,17,51.5014763574,77.5717576035,81.9366152428,30.4110076592,43.8666268703,55.74836585,82.3788350521,78.9909888352,93.8255003047,30.5838562498,104.8372612078,112.3218470682,98.5435258567,98.6152738604,14.9812271156
3,503,518,538,535,513,90,137,98,109,63,125,117,125,108,36,53.0922558122,65.5892789113,76.7610352114,57.0792520477,41.220677198,54.8892222898,88.7447620962,92.4107342494,94.1702206824,35.0421280581,122.3234615126,90.5349553743,118.9690325712,78.1369334014,40.9015394166
3,585,600,612,540,559,91,140,126,128,63,127,128,118,116,20,74.6361149832,83.1555587377,89.5980618574,28.0365378921,39.7639471527,51.5699828945,83.8363720541,97.1887479171,110.4230161253,32.3264394128,84.1596691978,92.1159520372,75.4840731326,76.9954737871,13.2589266532
3,500,524,531,495,506,93,134,95,105,56,126,126,127,121,16,66.6828446705,82.7089986366,86.7980298285,38.5916151912,53.6927311494,60.5273759646,91.4768787804,91.3359010238,113.2715228815,32.1216964152,121.0347045648,128.4758007355,116.3430217357,110.7140411995,22.1349405779
3,487,549,560,548,559,107,144,108,115,67,138,135,130,124,13,36.1332875854,78.0966716389,83.5646349654,67.3081819619,84.2821835536,62.9417621562,88.0953512245,98.2742215668,117.529363149,35.5287107454,136.5276563271,138.5968865998,112.3729643777,105.87615983,19.920073535
3,538,554,549,519,517,94,158,136,132,86,112,150,72,133,63,80.8100688589,88.1671458709,85.643344231,62.9909294691,50.2683706387,51.0747276437,93.1937162472,110.6185607794,127.2937973336,43.1266854736,69.6658687846,130.3485864393,32.8440911902,100.2711173346,67.5287937184
3,512,528,537,527,539,82,116,78,87,51,113,113,111,107,16,42.2300782221,61.1914785675,66.9155608835,35.2372251822,47.4039328759,54.3266723418,79.7902310772,70.4492108693,86.0577088658,30.2434287484,94.3941100732,100.3656638603,89.2270348627,87.1322236926,16.3650544745
3,467,486,504,514,474,123,126,115,14,47,84,135,42,137,124,30.1796998328,66.0961035591,75.3102310145,79.7893185149,39.4227014923,82.283294236,80.1552386252,73.6830562636,12.608365401,22.9691760149,43.1185741758,94.8457570338,20.6465693984,91.3131076232,82.265284936
3,513,551,569,511,527,93,140,100,105,66,123,122,118,113,16,53.8642108357,78.606386008,88.5620088223,26.6780882734,39.0622580573,55.4166221026,89.3957445559,80.5030467673,92.837719724,36.1628445224,92.9651005321,99.0895781064,87.009436196,85.8783642542,12.3949982067
3,520,558,555,512,531,138,163,127,131,36,132,129,127,123,20,56.4077033539,77.4003331678,76.1127663243,32.5637223439,44.6016945923,78.7484953331,92.8776529239,87.8822265898,99.7185741869,17.886578641,90.7376899087,95.2269335557,80.2755241601,82.0523177432,12.0513122768
3,586,614,612,593,608,92,137,102,116,70,113,121,95,98,18,55.5803248006,74.007422105,73.0813036072,29.6031945016,50.486730672,51.7240396337,82.3135121694,81.6442763289,103.4781222042,36.4170893407,78.0567204486,90.5472231943,58.8107331966,61.2828262395,21.8855382148
